id,year,site,hybrid,date_planted,day_of_year_planted,day_of_year_harvested,date_harvested,yield_mg_ha,soilpH,om_pct,soilk_ppm,soilp_ppm,longitude,latitude
55,2014,DEH1,Z022E0160/LH185,2014-05-05,125,272,2014-09-29,11.68086577,NA,NA,NA,NA,-75.204048,38.637405
56,2014,DEH1,Z022E0077/LH185,2014-05-05,125,272,2014-09-29,10.59374343,NA,NA,NA,NA,-75.204048,38.637405
57,2014,DEH1,Z022E0025/LH185,2014-05-05,125,272,2014-09-29,10.08365133,NA,NA,NA,NA,-75.204048,38.637405
58,2014,DEH1,Z022E0008/LH185,2014-05-05,125,272,2014-09-29,10.42340797,NA,NA,NA,NA,-75.204048,38.637405
59,2014,DEH1,Z022E0027/LH185,2014-05-05,125,272,2014-09-29,8.691552885,NA,NA,NA,NA,-75.204048,38.637405
60,2014,DEH1,Z022E0003/LH185,2014-05-05,125,272,2014-09-29,14.24302475,NA,NA,NA,NA,-75.204048,38.637405
61,2014,DEH1,Z022E0005/LH185,2014-05-05,125,272,2014-09-29,9.668593053,NA,NA,NA,NA,-75.204048,38.637405
62,2014,DEH1,Z022E0121/LH185,2014-05-05,125,272,2014-09-29,12.25525055,NA,NA,NA,NA,-75.204048,38.637405
63,2014,DEH1,Z022E0110/LH185,2014-05-05,125,272,2014-09-29,11.57567731,NA,NA,NA,NA,-75.204048,38.637405
64,2014,DEH1,Z022E0108/LH185,2014-05-05,125,272,2014-09-29,13.94022946,NA,NA,NA,NA,-75.204048,38.637405
65,2014,DEH1,Z022E0006/LH185,2014-05-05,125,272,2014-09-29,11.94254793,NA,NA,NA,NA,-75.204048,38.637405
66,2014,DEH1,Z022E0114/LH185,2014-05-05,125,272,2014-09-29,10.44540342,NA,NA,NA,NA,-75.204048,38.637405
67,2014,DEH1,Z022E0123/LH185,2014-05-05,125,272,2014-09-29,13.21219878,NA,NA,NA,NA,-75.204048,38.637405
68,2014,DEH1,Z022E0042/LH185,2014-05-05,125,272,2014-09-29,15.94595976,NA,NA,NA,NA,-75.204048,38.637405
69,2014,DEH1,Z022E0046/LH185,2014-05-05,125,272,2014-09-29,9.307582884,NA,NA,NA,NA,-75.204048,38.637405
70,2014,DEH1,Z022E0142/LH185,2014-05-05,125,272,2014-09-29,15.17543701,NA,NA,NA,NA,-75.204048,38.637405
71,2014,DEH1,PHB47/LH195,2014-05-05,125,272,2014-09-29,10.29905686,NA,NA,NA,NA,-75.204048,38.637405
72,2014,DEH1,TX785/LH195,2014-05-05,125,272,2014-09-29,12.75912248,NA,NA,NA,NA,-75.204048,38.637405
73,2014,DEH1,W10004_0097/LH195,2014-05-05,125,272,2014-09-29,9.018389548,NA,NA,NA,NA,-75.204048,38.637405
74,2014,DEH1,W10004_0227/LH195,2014-05-05,125,272,2014-09-29,12.06904988,NA,NA,NA,NA,-75.204048,38.637405
75,2014,DEH1,TX303/LH195,2014-05-05,125,272,2014-09-29,9.345061333,NA,NA,NA,NA,-75.204048,38.637405
76,2014,DEH1,MO44_LH145_0138/LH195,2014-05-05,125,272,2014-09-29,12.36025915,NA,NA,NA,NA,-75.204048,38.637405
77,2014,DEH1,PHN11_OH43_0190/LH195,2014-05-05,125,272,2014-09-29,10.24557831,NA,NA,NA,NA,-75.204048,38.637405
78,2014,DEH1,PHN11_PHW65_0015/LH195,2014-05-05,125,272,2014-09-29,11.98462032,NA,NA,NA,NA,-75.204048,38.637405
79,2014,DEH1,MOG_NC230-009-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,11.97646664,NA,NA,NA,NA,-75.204048,38.637405
80,2014,DEH1,MOG_PHG83-129-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,9.864094011,NA,NA,NA,NA,-75.204048,38.637405
81,2014,DEH1,PHN11_PHW65_0328/LH195,2014-05-05,125,272,2014-09-29,9.454671371,NA,NA,NA,NA,-75.204048,38.637405
82,2014,DEH1,PHN11_PHG47_0048/LH195,2014-05-05,125,272,2014-09-29,10.74156635,NA,NA,NA,NA,-75.204048,38.637405
83,2014,DEH1,MOG_LH145_0057/PB80,2014-05-05,125,272,2014-09-29,13.11987035,NA,NA,NA,NA,-75.204048,38.637405
84,2014,DEH1,PHN11_PHW65_0065/LH195,2014-05-05,125,272,2014-09-29,10.21795472,NA,NA,NA,NA,-75.204048,38.637405
85,2014,DEH1,MOG_MO45-055-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,7.859510332,NA,NA,NA,NA,-75.204048,38.637405
86,2014,DEH1,PHN11_PHG47_0287/LH195,2014-05-05,125,272,2014-09-29,9.281750404,NA,NA,NA,NA,-75.204048,38.637405
87,2014,DEH1,MO44_LH145_0143/LH195,2014-05-05,125,272,2014-09-29,16.22589777,NA,NA,NA,NA,-75.204048,38.637405
88,2014,DEH1,PHN11_PHW65_0294/LH195,2014-05-05,125,272,2014-09-29,10.73572838,NA,NA,NA,NA,-75.204048,38.637405
89,2014,DEH1,MOG_LH145_0131/LH195,2014-05-05,125,272,2014-09-29,12.02858874,NA,NA,NA,NA,-75.204048,38.637405
90,2014,DEH1,MOG_PHG83-129-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,6.169817569,NA,NA,NA,NA,-75.204048,38.637405
91,2014,DEH1,PHN11_PHW65_0101/LH195,2014-05-05,125,272,2014-09-29,15.48239907,NA,NA,NA,NA,-75.204048,38.637405
92,2014,DEH1,PHW65_MOG_0176/LH195,2014-05-05,125,272,2014-09-29,8.516750883,NA,NA,NA,NA,-75.204048,38.637405
93,2014,DEH1,MOG_PHG83-014-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,15.47907165,NA,NA,NA,NA,-75.204048,38.637405
94,2014,DEH1,MOG_MO45-085-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,11.76096369,NA,NA,NA,NA,-75.204048,38.637405
95,2014,DEH1,MOG_MO45-071-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,12.78264675,NA,NA,NA,NA,-75.204048,38.637405
96,2014,DEH1,MOG_LH145_0131/LH195,2014-05-05,125,272,2014-09-29,11.60478475,NA,NA,NA,NA,-75.204048,38.637405
97,2014,DEH1,B73_NC230-127-1-1-1-1/LH195,2014-05-05,125,272,2014-09-29,11.90991823,NA,NA,NA,NA,-75.204048,38.637405
98,2014,DEH1,MOG_MO45-074-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,8.68765591,NA,NA,NA,NA,-75.204048,38.637405
99,2014,DEH1,PHW65_MOG_0271/PB80,2014-05-05,125,272,2014-09-29,10.78920693,NA,NA,NA,NA,-75.204048,38.637405
100,2014,DEH1,MOG_MO45-054-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,14.32761169,NA,NA,NA,NA,-75.204048,38.637405
101,2014,DEH1,MOG_MO45-030-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,11.60064795,NA,NA,NA,NA,-75.204048,38.637405
102,2014,DEH1,PHW65_MOG_0029/LH195,2014-05-05,125,272,2014-09-29,11.32869875,NA,NA,NA,NA,-75.204048,38.637405
103,2014,DEH1,B73_NC230-128-1-1-1-1/LH195,2014-05-05,125,272,2014-09-29,11.05957486,NA,NA,NA,NA,-75.204048,38.637405
104,2014,DEH1,PHN11_OH43_0142/LH195,2014-05-05,125,272,2014-09-29,12.823595,NA,NA,NA,NA,-75.204048,38.637405
105,2014,DEH1,MOG_LH123HT-059-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,7.083269524,NA,NA,NA,NA,-75.204048,38.637405
106,2014,DEH1,PHN11_PHG47_0251/LH195,2014-05-05,125,272,2014-09-29,12.34617007,NA,NA,NA,NA,-75.204048,38.637405
107,2014,DEH1,B73_NC230-129-1-1-1-1/LH195,2014-05-05,125,272,2014-09-29,10.97246238,NA,NA,NA,NA,-75.204048,38.637405
108,2014,DEH1,MOG_OH43_0300/LH195,2014-05-05,125,272,2014-09-29,13.24428891,NA,NA,NA,NA,-75.204048,38.637405
109,2014,DEH1,PHN11_PHW65_0237/LH195,2014-05-05,125,272,2014-09-29,11.56391143,NA,NA,NA,NA,-75.204048,38.637405
110,2014,DEH1,PHN11_PHW65_0359/LH195,2014-05-05,125,272,2014-09-29,10.37540768,NA,NA,NA,NA,-75.204048,38.637405
111,2014,DEH1,PHN11_PHW65_0323/LH195,2014-05-05,125,272,2014-09-29,14.9711004,NA,NA,NA,NA,-75.204048,38.637405
112,2014,DEH1,PHN11_PHG47_0172/LH195,2014-05-05,125,272,2014-09-29,8.430650124,NA,NA,NA,NA,-75.204048,38.637405
113,2014,DEH1,PHN11_LH145_0029/PB80,2014-05-05,125,272,2014-09-29,13.16727111,NA,NA,NA,NA,-75.204048,38.637405
114,2014,DEH1,PHN11_PHW65_0275/LH195,2014-05-05,125,272,2014-09-29,13.38080309,NA,NA,NA,NA,-75.204048,38.637405
115,2014,DEH1,B73_NC230-126-1-1-1-1/LH195,2014-05-05,125,272,2014-09-29,8.566459852,NA,NA,NA,NA,-75.204048,38.637405
116,2014,DEH1,PHN11_OH43_0215/LH195,2014-05-05,125,272,2014-09-29,14.35870509,NA,NA,NA,NA,-75.204048,38.637405
117,2014,DEH1,B73_NC230-041-1-1-1-1/LH195,2014-05-05,125,272,2014-09-29,6.567923982,NA,NA,NA,NA,-75.204048,38.637405
118,2014,DEH1,PHN11_PHG47_0388/LH195,2014-05-05,125,272,2014-09-29,13.07937174,NA,NA,NA,NA,-75.204048,38.637405
119,2014,DEH1,MOG_PHG83-090-1-1-1-1-B/LH195,2014-05-05,125,272,2014-09-29,13.770531,NA,NA,NA,NA,-75.204048,38.637405
120,2014,DEH1,PHN11_PHW65_0312/LH195,2014-05-05,125,272,2014-09-29,13.67502503,NA,NA,NA,NA,-75.204048,38.637405
121,2014,DEH1,M0007/LH195,2014-05-05,125,272,2014-09-29,11.24518349,NA,NA,NA,NA,-75.204048,38.637405
122,2014,DEH1,M0033/LH195,2014-05-05,125,272,2014-09-29,15.6103474,NA,NA,NA,NA,-75.204048,38.637405
123,2014,DEH1,M0099/LH195,2014-05-05,125,272,2014-09-29,7.26614277,NA,NA,NA,NA,-75.204048,38.637405
124,2014,DEH1,M0066/LH195,2014-05-05,125,272,2014-09-29,11.88302907,NA,NA,NA,NA,-75.204048,38.637405
125,2014,DEH1,M0325/LH195,2014-05-05,125,272,2014-09-29,9.738828612,NA,NA,NA,NA,-75.204048,38.637405
126,2014,DEH1,M0317/LH195,2014-05-05,125,272,2014-09-29,14.66589198,NA,NA,NA,NA,-75.204048,38.637405
127,2014,DEH1,M0039/LH195,2014-05-05,125,272,2014-09-29,12.0215442,NA,NA,NA,NA,-75.204048,38.637405
128,2014,DEH1,M0001/LH195,2014-05-05,125,272,2014-09-29,11.99505223,NA,NA,NA,NA,-75.204048,38.637405
129,2014,DEH1,M0058/LH195,2014-05-05,125,272,2014-09-29,10.51395278,NA,NA,NA,NA,-75.204048,38.637405
130,2014,DEH1,M0057/LH195,2014-05-05,125,272,2014-09-29,13.56190022,NA,NA,NA,NA,-75.204048,38.637405
131,2014,DEH1,M0321/LH195,2014-05-05,125,272,2014-09-29,16.32982721,NA,NA,NA,NA,-75.204048,38.637405
132,2014,DEH1,M0015/LH195,2014-05-05,125,272,2014-09-29,12.65529046,NA,NA,NA,NA,-75.204048,38.637405
133,2014,DEH1,M0143/LH195,2014-05-05,125,272,2014-09-29,10.13288816,NA,NA,NA,NA,-75.204048,38.637405
134,2014,DEH1,M0326/LH195,2014-05-05,125,272,2014-09-29,12.4689549,NA,NA,NA,NA,-75.204048,38.637405
135,2014,DEH1,M0164/LH195,2014-05-05,125,272,2014-09-29,13.15551272,NA,NA,NA,NA,-75.204048,38.637405
136,2014,DEH1,M0382/LH195,2014-05-05,125,272,2014-09-29,8.46167607,NA,NA,NA,NA,-75.204048,38.637405
137,2014,DEH1,M0010/LH195,2014-05-05,125,272,2014-09-29,11.12379258,NA,NA,NA,NA,-75.204048,38.637405
138,2014,DEH1,M0154/LH195,2014-05-05,125,272,2014-09-29,17.50223343,NA,NA,NA,NA,-75.204048,38.637405
139,2014,DEH1,Z013E0044/LH195,2014-05-05,125,272,2014-09-29,8.67725397,NA,NA,NA,NA,-75.204048,38.637405
140,2014,DEH1,Z013E0022/LH195,2014-05-05,125,272,2014-09-29,14.26798041,NA,NA,NA,NA,-75.204048,38.637405
141,2014,DEH1,Z013E0074/LH195,2014-05-05,125,272,2014-09-29,8.833762655,NA,NA,NA,NA,-75.204048,38.637405
142,2014,DEH1,Z013E0088/LH195,2014-05-05,125,272,2014-09-29,11.55658211,NA,NA,NA,NA,-75.204048,38.637405
143,2014,DEH1,Z013E0062/LH195,2014-05-05,125,272,2014-09-29,13.28834726,NA,NA,NA,NA,-75.204048,38.637405
144,2014,DEH1,Z013E0012/LH195,2014-05-05,125,272,2014-09-29,11.04874575,NA,NA,NA,NA,-75.204048,38.637405
145,2014,DEH1,Z013E0046/LH195,2014-05-05,125,272,2014-09-29,12.2758221,NA,NA,NA,NA,-75.204048,38.637405
146,2014,DEH1,Z013E0019/LH195,2014-05-05,125,272,2014-09-29,11.29126526,NA,NA,NA,NA,-75.204048,38.637405
147,2014,DEH1,Z013E0026/LH195,2014-05-05,125,272,2014-09-29,13.27449799,NA,NA,NA,NA,-75.204048,38.637405
148,2014,DEH1,Z013E0037/LH195,2014-05-05,125,272,2014-09-29,9.854336576,NA,NA,NA,NA,-75.204048,38.637405
149,2014,DEH1,Z013E0027/LH195,2014-05-05,125,272,2014-09-29,16.23201303,NA,NA,NA,NA,-75.204048,38.637405
150,2014,DEH1,Z013E0021/LH195,2014-05-05,125,272,2014-09-29,13.16039893,NA,NA,NA,NA,-75.204048,38.637405
151,2014,DEH1,Z013E0047/LH195,2014-05-05,125,272,2014-09-29,9.610145858,NA,NA,NA,NA,-75.204048,38.637405
152,2014,DEH1,LH198/LH82,2014-05-05,125,272,2014-09-29,10.50362579,NA,NA,NA,NA,-75.204048,38.637405
153,2014,DEH1,LH132/LH51,2014-05-05,125,272,2014-09-29,13.51022777,NA,NA,NA,NA,-75.204048,38.637405
154,2014,DEH1,PHG39/PHN82,2014-05-05,125,272,2014-09-29,8.403461197,NA,NA,NA,NA,-75.204048,38.637405
155,2014,DEH1,B73/MO17,2014-05-05,125,272,2014-09-29,11.91684286,NA,NA,NA,NA,-75.204048,38.637405
156,2014,DEH1,CGR01/LH82,2014-05-05,125,272,2014-09-29,15.31694232,NA,NA,NA,NA,-75.204048,38.637405
157,2014,DEH1,PHW52/PHM49,2014-05-05,125,272,2014-09-29,9.353964431,NA,NA,NA,NA,-75.204048,38.637405
158,2014,DEH1,B73/PHN82,2014-05-05,125,272,2014-09-29,13.73172608,NA,NA,NA,NA,-75.204048,38.637405
159,2014,DEH1,LH74/PHN82,2014-05-05,125,272,2014-09-29,12.7948323,NA,NA,NA,NA,-75.204048,38.637405
160,2014,DEH1,B37/OH43,2014-05-05,125,272,2014-09-29,12.88817994,NA,NA,NA,NA,-75.204048,38.637405
161,2014,DEH1,B73/PHG35,2014-05-05,125,272,2014-09-29,9.506486208,NA,NA,NA,NA,-75.204048,38.637405
162,2014,DEH1,PHG39/PHM49,2014-05-05,125,272,2014-09-29,13.3756321,NA,NA,NA,NA,-75.204048,38.637405
163,2014,DEH1,PHW52/PHG35,2014-05-05,125,272,2014-09-29,7.172817609,NA,NA,NA,NA,-75.204048,38.637405
164,2014,DEH1,PHG39/PHG35,2014-05-05,125,272,2014-09-29,13.06116835,NA,NA,NA,NA,-75.204048,38.637405
165,2014,DEH1,CG60/LH82,2014-05-05,125,272,2014-09-29,11.76394637,NA,NA,NA,NA,-75.204048,38.637405
166,2014,DEH1,PHW52/TX205,2014-05-05,125,272,2014-09-29,15.87786754,NA,NA,NA,NA,-75.204048,38.637405
167,2014,DEH1,LH74/PHG35,2014-05-05,125,272,2014-09-29,9.449785159,NA,NA,NA,NA,-75.204048,38.637405
168,2014,DEH1,PHG39/TX205,2014-05-05,125,272,2014-09-29,15.40541875,NA,NA,NA,NA,-75.204048,38.637405
169,2014,DEH1,TX951/LH195,2014-05-05,125,272,2014-09-29,12.46191036,NA,NA,NA,NA,-75.204048,38.637405
170,2014,DEH1,B73/TX205,2014-05-05,125,272,2014-09-29,10.55533571,NA,NA,NA,NA,-75.204048,38.637405
171,2014,DEH1,B37/MO17,2014-05-05,125,272,2014-09-29,14.26998885,NA,NA,NA,NA,-75.204048,38.637405
172,2014,DEH1,LH74/TX205,2014-05-05,125,272,2014-09-29,11.34115409,NA,NA,NA,NA,-75.204048,38.637405
173,2014,DEH1,LH74/PHM49,2014-05-05,125,272,2014-09-29,5.137829997,NA,NA,NA,NA,-75.204048,38.637405
174,2014,DEH1,PHW52/PHN82,2014-05-05,125,272,2014-09-29,10.26254516,NA,NA,NA,NA,-75.204048,38.637405
175,2014,DEH1,CGR01/LH198,2014-05-05,125,272,2014-09-29,12.60078521,NA,NA,NA,NA,-75.204048,38.637405
176,2014,DEH1,CG60/LH162,2014-05-05,125,272,2014-09-29,13.16100597,NA,NA,NA,NA,-75.204048,38.637405
177,2014,DEH1,B73/PHM49,2014-05-05,125,272,2014-09-29,13.57988628,NA,NA,NA,NA,-75.204048,38.637405
178,2014,DEH1,Z022E0121/LH195,2014-05-05,125,272,2014-09-29,13.59656085,NA,NA,NA,NA,-75.204048,38.637405
179,2014,DEH1,Z022E0110/LH195,2014-05-05,125,272,2014-09-29,11.49481499,NA,NA,NA,NA,-75.204048,38.637405
180,2014,DEH1,Z022E0108/LH195,2014-05-05,125,272,2014-09-29,12.02104958,NA,NA,NA,NA,-75.204048,38.637405
181,2014,DEH1,Z022E0095/LH195,2014-05-05,125,272,2014-09-29,12.0926266,NA,NA,NA,NA,-75.204048,38.637405
182,2014,DEH1,Z022E0073/LH195,2014-05-05,125,272,2014-09-29,11.96654433,NA,NA,NA,NA,-75.204048,38.637405
183,2014,DEH1,Z022E0048/LH195,2014-05-05,125,272,2014-09-29,9.04947545,NA,NA,NA,NA,-75.204048,38.637405
184,2014,DEH1,Z022E0077/LH195,2014-05-05,125,272,2014-09-29,12.57083093,NA,NA,NA,NA,-75.204048,38.637405
185,2014,DEH1,Z022E0017/LH195,2014-05-05,125,272,2014-09-29,15.14976941,NA,NA,NA,NA,-75.204048,38.637405
186,2014,DEH1,Z022E0155/LH195,2014-05-05,125,272,2014-09-29,10.90482731,NA,NA,NA,NA,-75.204048,38.637405
187,2014,DEH1,Z022E0097/LH195,2014-05-05,125,272,2014-09-29,10.09047853,NA,NA,NA,NA,-75.204048,38.637405
188,2014,DEH1,Z013E0093/LH185,2014-05-05,125,272,2014-09-29,17.14570479,NA,NA,NA,NA,-75.204048,38.637405
189,2014,DEH1,Z013E0059/LH185,2014-05-05,125,272,2014-09-29,10.88777053,NA,NA,NA,NA,-75.204048,38.637405
190,2014,DEH1,Z013E0067/LH185,2014-05-05,125,272,2014-09-29,12.66263477,NA,NA,NA,NA,-75.204048,38.637405
191,2014,DEH1,Z013E0090/LH185,2014-05-05,125,272,2014-09-29,12.86790816,NA,NA,NA,NA,-75.204048,38.637405
192,2014,DEH1,Z013E0046/LH185,2014-05-05,125,272,2014-09-29,13.29661335,NA,NA,NA,NA,-75.204048,38.637405
193,2014,DEH1,Z013E0022/LH185,2014-05-05,125,272,2014-09-29,11.05027456,NA,NA,NA,NA,-75.204048,38.637405
194,2014,DEH1,Z013E0079/LH185,2014-05-05,125,272,2014-09-29,16.08308846,NA,NA,NA,NA,-75.204048,38.637405
195,2014,DEH1,Z013E0032/LH185,2014-05-05,125,272,2014-09-29,8.936133302,NA,NA,NA,NA,-75.204048,38.637405
196,2014,DEH1,Z013E0056/LH185,2014-05-05,125,272,2014-09-29,12.39868936,NA,NA,NA,NA,-75.204048,38.637405
197,2014,DEH1,Z013E0073/LH185,2014-05-05,125,272,2014-09-29,10.64431424,NA,NA,NA,NA,-75.204048,38.637405
198,2014,DEH1,Z013E0080/LH185,2014-05-05,125,272,2014-09-29,10.57399624,NA,NA,NA,NA,-75.204048,38.637405
199,2014,DEH1,Z013E0052/LH185,2014-05-05,125,272,2014-09-29,8.854086902,NA,NA,NA,NA,-75.204048,38.637405
200,2014,DEH1,Z013E0036/LH185,2014-05-05,125,272,2014-09-29,11.28692613,NA,NA,NA,NA,-75.204048,38.637405
201,2014,DEH1,Z013E0072/LH185,2014-05-05,125,272,2014-09-29,10.45207325,NA,NA,NA,NA,-75.204048,38.637405
